Region;Taurus
3.03.2017;4.67
4.03.2017;3.78
5.03.2017;2.98
6.03.2017;2.57
7.03.2017;2.7
8.03.2017;2.57
9.03.2017;2.7
10.03.2017;3.61
11.03.2017;5.26
12.03.2017;15.6
13.03.2017;32
14.03.2017;24.4
15.03.2017;20.4
16.03.2017;17.1
17.03.2017;15.6
18.03.2017;14.1
19.03.2017;12.4
20.03.2017;11.8
21.03.2017;11.5
22.03.2017;12.7
23.03.2017;13.2
24.03.2017;12.9
25.03.2017;13.2
26.03.2017;13.5
27.03.2017;14.1
28.03.2017;15
29.03.2017;14.7
30.03.2017;14.7
31.03.2017;16.5
1.04.2017;15.9
2.04.2017;14.7
3.04.2017;13.8
4.04.2017;13.8
5.04.2017;14.7
6.04.2017;15.3
7.04.2017;15.9
8.04.2017;15.9
9.04.2017;15
10.04.2017;12.9
11.04.2017;11.8
12.04.2017;11.3
13.04.2017;16.2
14.04.2017;20.7
15.04.2017;22.3
16.04.2017;20.4
17.04.2017;19.4
18.04.2017;18.4
19.04.2017;17.1
20.04.2017;16.8
21.04.2017;16.8
22.04.2017;17.1
23.04.2017;18.4
24.04.2017;16.2
25.04.2017;14.1
26.04.2017;13.2
27.04.2017;13.2
28.04.2017;13.2
29.04.2017;13.2
30.04.2017;13.5
1.05.2017;14.4
2.05.2017;14.7
3.05.2017;14.4
4.05.2017;13.8
5.05.2017;13.2
6.05.2017;13.8
7.05.2017;14.1
8.05.2017;13.2
9.05.2017;14.4
10.05.2017;14.7
11.05.2017;15
12.05.2017;14.1
13.05.2017;13.5
14.05.2017;13.8
15.05.2017;14.4
16.05.2017;14.1
17.05.2017;13.5
18.05.2017;13.2
19.05.2017;12.9
20.05.2017;13.2
21.05.2017;13.5
22.05.2017;13.2
23.05.2017;12.9
24.05.2017;12.7
25.05.2017;12.4
26.05.2017;12.4
27.05.2017;12.4
28.05.2017;12.9
29.05.2017;12.9
30.05.2017;12.7
31.05.2017;12.4
1.06.2017;12.7
2.06.2017;12.7
3.06.2017;12.7
4.06.2017;13.2
5.06.2017;13.5
6.06.2017;13.5
7.06.2017;13.5
8.06.2017;13.8
9.06.2017;13.8
10.06.2017;14.1
11.06.2017;13.8
12.06.2017;13.5
13.06.2017;13.2
14.06.2017;13.2
15.06.2017;12.9
16.06.2017;12.7
17.06.2017;12.1
18.06.2017;12.1
19.06.2017;12.4
20.06.2017;12.1
21.06.2017;11.5
22.06.2017;10.4
23.06.2017;10.2
24.06.2017;9.93
25.06.2017;10.4
26.06.2017;10.7
27.06.2017;10.4
28.06.2017;10.2
29.06.2017;9.93
30.06.2017;10.4
1.07.2017;10.7
2.07.2017;10.4
3.07.2017;9.93
4.07.2017;9.67
5.07.2017;9.16
6.07.2017;9.42
7.07.2017;8.9
8.07.2017;8.39
9.07.2017;7.9
10.07.2017;7.44
11.07.2017;7.21
12.07.2017;6.99
13.07.2017;6.53
14.07.2017;6.3
15.07.2017;5.84
16.07.2017;5.46
17.07.2017;5.46
18.07.2017;5.03
19.07.2017;4.67
20.07.2017;4.32
21.07.2017;3.96
22.07.2017;3.61
23.07.2017;3.43
24.07.2017;3.43
25.07.2017;3.11
26.07.2017;2.84
27.07.2017;2.7
28.07.2017;2.57
29.07.2017;2.43
30.07.2017;2.29
31.07.2017;2.02
1.08.2017;1.79
2.08.2017;1.79
3.08.2017;1.69
4.08.2017;1.6
5.08.2017;1.69
6.08.2017;1.41
7.08.2017;1.41
8.08.2017;1.41
9.08.2017;1.31
10.08.2017;1.31
11.08.2017;1.22
12.08.2017;1.22
13.08.2017;1.03
14.08.2017;0.933
15.08.2017;0.933
16.08.2017;0.933
17.08.2017;1.03
18.08.2017;1.03
19.08.2017;1.03
20.08.2017;1.03
21.08.2017;1.03
22.08.2017;1.03
23.08.2017;1.03
24.08.2017;1.03
25.08.2017;1.03
26.08.2017;1.03
27.08.2017;1.03
28.08.2017;1.03
29.08.2017;1.03
30.08.2017;1.03
31.08.2017;1.03
1.09.2017;1.31
2.09.2017;1.31
3.09.2017;1.31
4.09.2017;1.22
5.09.2017;1.22
6.09.2017;1.22
7.09.2017;1.22
8.09.2017;1.22
9.09.2017;1.22
10.09.2017;1.22
11.09.2017;1.22
12.09.2017;1.12
13.09.2017;1.12
14.09.2017;1.03
15.09.2017;1.12
16.09.2017;1.12
17.09.2017;1.12
18.09.2017;1.12
19.09.2017;1.12
20.09.2017;1.12
21.09.2017;1.12
22.09.2017;1.12
23.09.2017;1.12
24.09.2017;1.12
25.09.2017;1.12
26.09.2017;1.12
27.09.2017;1.12
28.09.2017;1.12
29.09.2017;1.12
30.09.2017;1.22
1.10.2017;1.22
2.10.2017;1.31
3.10.2017;1.31
4.10.2017;1.31
5.10.2017;1.31
6.10.2017;1.31
7.10.2017;1.22
8.10.2017;1.22
9.10.2017;1.22
10.10.2017;1.12
11.10.2017;1.03
12.10.2017;1.03
13.10.2017;1.03
14.10.2017;0.933
15.10.2017;0.933
16.10.2017;0.933
17.10.2017;0.933
18.10.2017;0.869
19.10.2017;0.933
20.10.2017;0.869
21.10.2017;0.869
22.10.2017;0.869
23.10.2017;0.804
24.10.2017;0.804
25.10.2017;0.804
26.10.2017;0.804
27.10.2017;0.804
28.10.2017;0.804
29.10.2017;0.869
30.10.2017;0.869
31.10.2017;0.804
1.11.2017;0.804
2.11.2017;0.74
3.11.2017;0.675
4.11.2017;0.675
5.11.2017;1.6
6.11.2017;1.88
7.11.2017;0.675
8.11.2017;0.611
9.11.2017;0.562
10.11.2017;0.514
11.11.2017;0.514
12.11.2017;0.514
13.11.2017;0.514
14.11.2017;0.516
15.11.2017;0.569
16.11.2017;0.569
17.11.2017;0.516
18.11.2017;0.462
19.11.2017;0.462
20.11.2017;0.462
21.11.2017;0.623
22.11.2017;0.623
23.11.2017;0.569
24.11.2017;0.516
25.11.2017;0.516
26.11.2017;0.516
27.11.2017;0.516
28.11.2017;0.516
29.11.2017;0.866
30.11.2017;0.798
1.12.2017;0.676
2.12.2017;0.623
3.12.2017;0.623
4.12.2017;0.623
5.12.2017;0.623
6.12.2017;0.569
7.12.2017;0.569
8.12.2017;0.569
9.12.2017;0.516
10.12.2017;0.516
11.12.2017;0.516
12.12.2017;0.516
13.12.2017;0.516
14.12.2017;0.516
15.12.2017;0.516
16.12.2017;0.462
17.12.2017;0.462
18.12.2017;0.462
19.12.2017;0.462
20.12.2017;0.462
21.12.2017;0.462
22.12.2017;0.462
23.12.2017;0.623
24.12.2017;1
25.12.2017;0.934
26.12.2017;0.866
27.12.2017;0.798
28.12.2017;0.676
29.12.2017;0.623
30.12.2017;0.623
31.12.2017;0.676
